Nome,Idade,Curso,Ano de Ingresso,Semestre Atual,Média de Notas,Total de Créditos Concluídos,Bolsa de Estudo,Tipo de Alojamento,Participação em Atividades Extracurriculares,Participação em Projetos de Pesquisa,Estágio Atual,Empresa do Estágio,Tempo de Viagem até a Universidade,Satisfação com o Curso
Carla Ferreira,28,Direito,2017,9,1.75,168,sim,moradia estudantil,sim,não,não,,40,4
Alice Ferreira,27,Direito,2018,1,7.09,87,não,moradia estudantil,não,não,não,,55,2
Helena Martins,21,Ciência da Computação,2015,8,1.49,14,não,casa,não,não,não,,45,5
Gustavo Silva,23,Administração,2020,7,9.77,123,não,república,não,não,sim,Empresa A,10,2
Igor Almeida,20,Direito,2017,5,0.06,102,não,república,não,não,sim,Empresa E,47,1
Fernanda Ribeiro,27,Psicologia,2019,9,3.73,136,não,apartamento,sim,não,não,,52,2
Gustavo Gomes,30,Ciência da Computação,2018,8,7.97,112,não,apartamento,sim,não,não,,19,3
Erika Martins,30,Psicologia,2017,7,0.53,16,sim,casa,não,sim,não,,21,3
Alice Silva,20,Engenharia,2017,4,4.87,65,não,apartamento,não,não,sim,Empresa D,59,4
Julia Almeida,24,Administração,2017,1,6.12,186,sim,república,não,não,não,,24,4
Gustavo Silva,28,Medicina,2018,9,9.01,148,sim,apartamento,não,não,não,,55,4
Igor Oliveira,20,Psicologia,2015,10,7.89,125,não,apartamento,não,sim,não,,41,5
Bruno Santos,18,Ciência da Computação,2015,4,6.36,43,não,república,não,não,sim,Empresa A,16,3
Daniel Gomes,29,Arquitetura,2020,2,7.57,47,não,apartamento,não,sim,não,,32,4
Julia Pereira,24,Direito,2020,3,1.49,70,sim,moradia estudantil,não,não,não,,37,3
Alice Martins,26,Medicina,2019,6,2.62,179,não,república,não,sim,não,,35,3
Bruno Silva,21,Direito,2020,1,5.67,89,sim,república,não,não,não,,16,1
Bruno Santos,29,Direito,2018,8,4.97,37,não,república,não,não,sim,Empresa D,55,5
Helena Ribeiro,30,Direito,2015,3,4.47,50,não,apartamento,não,não,não,,60,3
Carla Martins,24,Engenharia,2016,3,1.31,47,não,república,não,sim,não,,45,1
Bruno Silva,18,Psicologia,2019,3,2.29,19,não,república,não,não,não,,48,4
Erika Pereira,28,Psicologia,2020,1,1.44,175,não,moradia estudantil,sim,não,não,,15,4
Alice Santos,21,Ciência da Computação,2020,8,7.2,189,sim,apartamento,não,sim,sim,Empresa B,44,1
Igor Almeida,23,Medicina,2019,5,0.54,143,não,casa,não,sim,sim,Empresa D,53,5
Julia Pereira,24,Direito,2020,3,6.95,190,não,casa,não,não,não,,53,5
Gustavo Santos,18,Engenharia,2016,3,2.2,58,não,moradia estudantil,sim,não,não,,58,4
Erika Ribeiro,18,Administração,2018,7,3.87,5,não,república,não,não,não,,34,4
Gustavo Costa,22,Medicina,2016,4,1.82,118,não,apartamento,não,não,não,,16,1
Daniel Costa,29,Administração,2016,2,9.41,156,não,casa,não,não,não,,53,4
Igor Santos,20,Medicina,2016,3,8.92,87,não,república,não,sim,não,,24,4
Alice Costa,19,Direito,2019,4,5.3,188,sim,casa,sim,não,não,,14,1
Alice Ferreira,23,Psicologia,2018,4,7.44,150,não,moradia estudantil,não,não,sim,Empresa A,50,4
Julia Oliveira,26,Direito,2015,7,0.87,86,não,república,sim,sim,sim,Empresa C,26,1
Gustavo Silva,30,Administração,2017,4,1.62,38,não,república,não,não,sim,Empresa C,60,1
Carla Oliveira,22,Arquitetura,2017,5,3.49,55,sim,república,sim,sim,sim,Empresa B,41,2
Gustavo Almeida,30,Medicina,2017,7,4.67,4,não,casa,não,sim,sim,Empresa E,37,5
Igor Ribeiro,28,Engenharia,2019,9,3.96,4,não,casa,não,não,não,,12,1
Julia Ribeiro,26,Arquitetura,2017,2,2.16,195,sim,moradia estudantil,não,não,sim,Empresa A,22,5
Alice Oliveira,23,Psicologia,2019,3,4.7,190,não,moradia estudantil,sim,sim,não,,29,2
Igor Costa,21,Psicologia,2015,4,2.6,36,não,casa,não,sim,não,,14,4
Helena Gomes,22,Arquitetura,2017,10,5.76,176,sim,república,não,não,não,,39,4
Carla Martins,23,Engenharia,2017,8,4.18,148,não,apartamento,não,não,não,,31,4
Igor Almeida,28,Administração,2017,1,7.46,89,não,república,não,não,não,,25,4
Fernanda Oliveira,24,Arquitetura,2015,10,4.52,75,não,apartamento,sim,não,não,,47,5
Bruno Martins,23,Ciência da Computação,2020,3,3.53,194,não,casa,não,não,não,,41,3
Igor Gomes,19,Ciência da Computação,2020,5,8.53,108,não,apartamento,não,não,não,,13,1
Igor Ribeiro,18,Engenharia,2020,3,9.4,70,não,casa,não,não,não,,28,3
Julia Gomes,24,Medicina,2017,2,8.46,89,não,moradia estudantil,não,não,não,,49,4
Daniel Ferreira,28,Direito,2015,5,1.74,190,não,apartamento,não,sim,sim,Empresa D,30,1
Bruno Ribeiro,24,Medicina,2019,1,1.71,187,não,república,não,não,sim,Empresa E,60,4
Igor Oliveira,19,Direito,2015,5,3.97,184,não,casa,não,não,não,,50,3
Daniel Ferreira,29,Engenharia,2017,5,9.4,64,não,república,não,não,não,,33,2
Julia Pereira,30,Administração,2017,10,0.97,0,não,república,não,sim,não,,14,2
Alice Oliveira,30,Arquitetura,2016,7,0.43,89,não,república,sim,não,não,,59,1
Gustavo Ribeiro,21,Direito,2018,3,8.37,182,não,moradia estudantil,não,não,sim,Empresa A,58,2
Carla Ribeiro,21,Administração,2020,3,9.82,184,não,casa,não,não,não,,19,4
Alice Pereira,29,Medicina,2020,5,5.09,192,não,moradia estudantil,não,não,não,,25,1
Carla Martins,21,Psicologia,2020,8,4.38,167,não,moradia estudantil,não,sim,sim,Empresa D,57,2
Daniel Almeida,20,Ciência da Computação,2017,1,5.33,190,sim,moradia estudantil,sim,sim,não,,11,5
Helena Gomes,26,Administração,2017,4,5.26,121,sim,moradia estudantil,não,não,não,,60,2
Fernanda Gomes,29,Administração,2016,7,5.37,50,sim,moradia estudantil,não,não,não,,23,2
Igor Santos,30,Arquitetura,2017,7,1.78,60,sim,casa,não,sim,não,,41,4
Gustavo Silva,25,Medicina,2018,1,1.26,128,não,república,não,não,não,,29,3
Bruno Pereira,21,Medicina,2015,1,0.88,55,não,moradia estudantil,não,não,não,,29,3
Daniel Oliveira,22,Ciência da Computação,2016,8,8.39,97,não,república,não,não,não,,47,4
Julia Oliveira,30,Engenharia,2015,2,1.72,79,não,república,não,não,não,,36,2
Igor Pereira,20,Engenharia,2017,8,3.44,156,não,república,não,não,não,,50,1
Alice Martins,27,Arquitetura,2016,2,3.87,82,não,apartamento,não,não,não,,21,2
Bruno Gomes,20,Direito,2018,3,3.71,77,não,apartamento,não,não,não,,46,1
Erika Martins,23,Ciência da Computação,2019,7,4.36,166,não,casa,não,não,não,,11,2
Daniel Pereira,25,Medicina,2020,2,8.79,119,não,casa,não,sim,sim,Empresa D,35,1
Daniel Oliveira,25,Arquitetura,2017,3,0.17,24,não,casa,não,não,sim,Empresa B,52,3
Erika Ribeiro,21,Direito,2017,2,2.71,148,não,apartamento,não,não,sim,Empresa A,25,2
Igor Santos,22,Arquitetura,2017,2,1.24,131,não,república,não,não,sim,Empresa D,24,1
Daniel Santos,25,Arquitetura,2018,2,6.66,68,não,casa,sim,sim,não,,43,5
Gustavo Almeida,20,Administração,2017,6,8.8,160,não,moradia estudantil,não,não,não,,29,2
Daniel Pereira,23,Medicina,2015,1,5.48,148,não,casa,sim,não,não,,47,2
Daniel Pereira,18,Ciência da Computação,2016,5,5.0,148,não,apartamento,sim,não,não,,57,4
Erika Santos,26,Engenharia,2016,1,1.11,145,não,moradia estudantil,não,não,não,,43,5
Julia Oliveira,25,Psicologia,2019,7,4.34,44,não,república,sim,não,não,,27,2
Fernanda Almeida,26,Engenharia,2020,5,1.91,78,não,casa,sim,não,não,,18,5
Daniel Oliveira,22,Arquitetura,2017,5,0.42,136,não,moradia estudantil,não,sim,sim,Empresa A,28,2
Erika Silva,24,Administração,2015,4,1.12,114,não,apartamento,não,sim,sim,Empresa C,11,2
Carla Ribeiro,26,Engenharia,2018,7,0.99,114,não,casa,sim,não,não,,11,3
Bruno Ribeiro,18,Ciência da Computação,2018,6,9.36,177,não,república,não,não,não,,25,4
Gustavo Ferreira,28,Arquitetura,2017,6,0.84,92,não,moradia estudantil,não,não,não,,36,5
Helena Oliveira,26,Direito,2017,7,5.52,14,não,casa,não,sim,não,,22,3
Igor Ribeiro,22,Psicologia,2019,1,5.13,64,não,moradia estudantil,não,não,não,,14,1
Bruno Silva,23,Administração,2018,3,5.48,85,não,república,sim,não,sim,Empresa A,43,2
Igor Ribeiro,24,Medicina,2019,4,9.85,93,não,apartamento,sim,não,sim,Empresa D,27,2
Helena Costa,21,Medicina,2020,4,3.67,170,não,moradia estudantil,não,não,não,,56,5
Alice Almeida,27,Ciência da Computação,2019,3,1.69,32,não,república,não,não,não,,40,3
Carla Pereira,23,Administração,2017,5,1.36,72,não,apartamento,sim,não,não,,41,5
Julia Silva,20,Direito,2019,7,9.59,63,não,apartamento,não,não,não,,31,1
Julia Silva,25,Medicina,2016,3,2.49,143,não,república,sim,sim,não,,11,3
Bruno Oliveira,26,Administração,2020,1,5.62,136,não,república,não,não,não,,58,2
Alice Oliveira,18,Medicina,2018,1,9.13,13,sim,república,não,não,sim,Empresa E,27,3
Fernanda Santos,20,Psicologia,2018,3,7.52,116,não,moradia estudantil,não,sim,não,,41,5
Erika Oliveira,29,Direito,2019,6,2.13,36,sim,apartamento,não,não,não,,45,4
Bruno Martins,21,Arquitetura,2015,3,3.62,147,não,moradia estudantil,não,sim,não,,50,3
Alice Oliveira,28,Psicologia,2019,9,1.68,160,não,apartamento,não,não,não,,46,3
Alice Silva,21,Direito,2018,10,4.62,89,sim,república,não,sim,não,,58,3
Fernanda Santos,22,Medicina,2015,3,4.87,169,não,moradia estudantil,não,sim,sim,Empresa E,37,5
Erika Ferreira,30,Administração,2016,7,5.72,171,não,moradia estudantil,sim,não,não,,51,2
Carla Santos,23,Administração,2019,4,5.47,65,não,casa,não,não,não,,53,5
Igor Martins,27,Administração,2016,8,1.09,63,não,república,não,não,não,,47,5
Gustavo Gomes,30,Ciência da Computação,2018,9,2.3,149,não,república,sim,não,não,,22,2
Julia Martins,20,Administração,2015,3,4.6,101,não,casa,não,não,não,,13,1
Igor Gomes,22,Administração,2017,1,7.8,18,não,moradia estudantil,sim,sim,não,,36,1
Fernanda Oliveira,21,Arquitetura,2018,9,9.22,98,sim,apartamento,sim,não,sim,Empresa E,16,2
Daniel Silva,26,Medicina,2018,5,2.62,198,sim,moradia estudantil,sim,não,não,,39,2
Igor Santos,29,Direito,2015,5,6.43,184,não,moradia estudantil,não,não,não,,20,5
Daniel Gomes,24,Medicina,2019,2,6.19,132,não,república,não,não,não,,45,5
Erika Ferreira,20,Direito,2015,4,4.63,107,não,casa,sim,não,não,,51,3
Erika Martins,24,Medicina,2018,4,9.86,193,não,moradia estudantil,sim,não,não,,38,4
Helena Ribeiro,30,Arquitetura,2018,5,6.21,190,não,república,sim,não,não,,26,1
Fernanda Martins,18,Administração,2017,3,3.24,162,não,moradia estudantil,sim,não,sim,Empresa E,52,5
Julia Oliveira,30,Administração,2019,1,5.35,53,não,moradia estudantil,não,não,sim,Empresa C,22,2
Julia Almeida,30,Psicologia,2015,3,5.82,144,não,república,sim,não,sim,Empresa A,41,3
Igor Pereira,22,Direito,2018,2,8.62,185,não,moradia estudantil,não,sim,não,,25,3
Fernanda Martins,24,Arquitetura,2019,9,8.28,159,não,apartamento,não,não,não,,10,2
Alice Ribeiro,29,Engenharia,2020,7,3.02,64,não,casa,não,sim,não,,14,5
Erika Martins,26,Administração,2018,3,0.94,174,sim,moradia estudantil,sim,não,sim,Empresa B,25,3
Helena Ribeiro,19,Ciência da Computação,2016,2,1.81,117,sim,casa,não,não,não,,25,4
Fernanda Ferreira,22,Engenharia,2020,8,1.1,101,não,moradia estudantil,não,não,sim,Empresa D,59,5
Alice Silva,29,Arquitetura,2015,1,9.3,9,não,república,não,não,não,,30,5
Helena Almeida,20,Ciência da Computação,2015,10,4.0,192,não,moradia estudantil,não,sim,não,,18,2
Carla Silva,27,Arquitetura,2018,4,5.27,134,não,moradia estudantil,não,não,não,,35,5
Julia Pereira,29,Administração,2019,5,8.5,158,não,casa,não,sim,sim,Empresa D,12,5
Bruno Oliveira,23,Medicina,2020,1,7.27,62,sim,apartamento,sim,não,não,,58,4
Gustavo Santos,29,Medicina,2020,6,6.36,169,não,moradia estudantil,não,não,não,,24,2
Daniel Oliveira,27,Ciência da Computação,2016,10,9.74,46,não,apartamento,não,não,não,,31,1
Daniel Costa,22,Engenharia,2016,10,8.82,116,não,apartamento,não,não,não,,43,3
Fernanda Santos,21,Psicologia,2015,1,8.81,68,não,apartamento,não,não,sim,Empresa A,18,1
Erika Pereira,24,Ciência da Computação,2019,1,3.68,48,não,república,sim,não,não,,32,1
Helena Ribeiro,20,Arquitetura,2020,5,0.78,33,não,casa,sim,não,não,,39,4
Fernanda Martins,30,Arquitetura,2015,1,9.98,176,não,apartamento,não,não,não,,10,3
Fernanda Silva,20,Direito,2017,3,3.83,37,não,apartamento,não,não,sim,Empresa E,55,5
Igor Pereira,19,Psicologia,2020,7,3.94,17,não,apartamento,não,não,não,,54,1
Igor Pereira,26,Engenharia,2020,8,7.75,60,não,casa,não,não,sim,Empresa C,55,5
Gustavo Pereira,30,Direito,2015,8,2.09,67,não,casa,não,não,sim,Empresa D,24,4
Julia Oliveira,22,Administração,2015,7,2.07,164,não,casa,não,não,sim,Empresa E,21,4
Fernanda Oliveira,22,Ciência da Computação,2016,3,3.15,160,não,moradia estudantil,sim,não,não,,43,1
Julia Santos,23,Engenharia,2019,1,3.42,145,sim,casa,não,não,sim,Empresa C,60,1
Daniel Oliveira,19,Ciência da Computação,2017,1,4.23,12,não,república,não,não,não,,51,5
Gustavo Gomes,28,Psicologia,2015,4,7.67,29,não,moradia estudantil,sim,não,não,,25,4
Julia Almeida,20,Ciência da Computação,2016,6,8.25,94,não,apartamento,sim,não,não,,39,2
Igor Pereira,25,Psicologia,2020,8,5.86,15,não,apartamento,sim,não,não,,43,1
Daniel Ribeiro,20,Engenharia,2018,2,8.22,145,não,moradia estudantil,sim,não,não,,55,4
Gustavo Ribeiro,22,Ciência da Computação,2016,5,3.79,29,sim,apartamento,sim,não,sim,Empresa B,19,2
Carla Almeida,25,Ciência da Computação,2018,10,1.73,22,não,casa,não,sim,não,,51,4
Alice Almeida,27,Administração,2017,3,8.54,60,não,moradia estudantil,sim,sim,não,,57,4
Bruno Costa,25,Engenharia,2015,4,0.04,62,não,moradia estudantil,não,não,não,,18,1
Gustavo Oliveira,28,Psicologia,2020,8,4.54,12,não,apartamento,não,sim,não,,44,2
Fernanda Costa,29,Medicina,2017,7,5.21,185,não,república,sim,não,não,,24,2
Julia Pereira,22,Administração,2020,4,4.74,170,não,apartamento,sim,não,não,,12,2
Helena Ferreira,21,Administração,2019,10,4.96,183,não,moradia estudantil,não,não,sim,Empresa B,33,5
Carla Ferreira,22,Medicina,2017,10,3.63,147,não,apartamento,não,sim,não,,33,2
Helena Martins,28,Direito,2017,8,7.54,13,não,moradia estudantil,não,não,sim,Empresa A,16,2
Bruno Pereira,19,Ciência da Computação,2016,4,7.72,163,não,apartamento,sim,não,não,,56,2
Helena Ferreira,21,Medicina,2020,9,1.31,0,não,moradia estudantil,não,não,não,,14,3
Bruno Ribeiro,18,Ciência da Computação,2017,8,4.87,142,não,moradia estudantil,sim,não,sim,Empresa B,43,4
Alice Oliveira,19,Engenharia,2020,6,8.96,164,não,moradia estudantil,não,sim,não,,28,2
Bruno Oliveira,29,Administração,2018,7,4.29,74,não,moradia estudantil,não,sim,não,,54,1
Alice Ribeiro,30,Medicina,2020,6,4.5,57,não,república,não,não,sim,Empresa B,25,1
Erika Ribeiro,20,Medicina,2019,9,5.88,195,sim,casa,não,sim,não,,23,2
Daniel Pereira,28,Medicina,2016,7,2.4,142,sim,moradia estudantil,sim,não,não,,31,2
Bruno Oliveira,28,Ciência da Computação,2015,7,5.53,56,não,moradia estudantil,não,sim,sim,Empresa D,28,4
Igor Pereira,24,Engenharia,2020,7,7.51,101,não,casa,sim,não,não,,20,1
Gustavo Ribeiro,20,Engenharia,2018,6,8.61,112,não,casa,sim,não,não,,10,1
Erika Ferreira,25,Engenharia,2017,1,8.36,124,não,república,não,sim,não,,30,4
Julia Martins,20,Medicina,2016,2,6.54,32,não,moradia estudantil,não,sim,não,,55,1
Helena Costa,24,Arquitetura,2019,4,3.65,51,sim,república,não,não,não,,54,3
Helena Gomes,26,Medicina,2020,8,9.24,117,não,moradia estudantil,não,não,sim,Empresa D,40,5
Erika Gomes,21,Arquitetura,2018,10,0.41,75,sim,casa,sim,não,sim,Empresa A,13,2
Julia Oliveira,27,Arquitetura,2019,6,4.53,165,não,casa,não,sim,não,,17,5
Daniel Pereira,28,Ciência da Computação,2017,4,6.43,143,não,moradia estudantil,sim,não,sim,Empresa D,13,2
Helena Martins,25,Direito,2019,1,6.36,42,não,república,não,não,não,,19,3
Gustavo Pereira,22,Ciência da Computação,2017,4,3.4,146,não,moradia estudantil,não,não,não,,56,2
Bruno Almeida,29,Direito,2016,4,9.64,167,não,apartamento,sim,não,sim,Empresa D,58,4
Gustavo Ribeiro,19,Ciência da Computação,2019,4,3.18,164,não,casa,sim,não,não,,60,4
Igor Gomes,28,Direito,2019,3,3.98,139,sim,apartamento,não,não,não,,41,3
Carla Costa,27,Psicologia,2016,5,5.75,119,não,moradia estudantil,não,não,não,,37,3
Bruno Pereira,29,Arquitetura,2019,4,3.21,23,não,república,sim,não,não,,30,3
Carla Ferreira,23,Ciência da Computação,2018,1,3.98,194,não,casa,sim,não,sim,Empresa D,17,1
Bruno Santos,21,Medicina,2019,2,6.59,104,não,moradia estudantil,não,sim,sim,Empresa B,30,5
Julia Ferreira,23,Medicina,2018,10,4.86,70,não,casa,não,não,não,,47,4
Bruno Gomes,29,Medicina,2017,4,5.55,92,não,moradia estudantil,não,não,não,,60,2
Helena Costa,24,Psicologia,2020,4,7.52,188,sim,apartamento,não,não,sim,Empresa D,52,4
Fernanda Martins,29,Arquitetura,2016,3,1.98,54,não,moradia estudantil,não,não,não,,28,2
Daniel Oliveira,24,Arquitetura,2020,1,8.16,71,não,casa,não,não,sim,Empresa C,16,1
Alice Costa,19,Administração,2018,8,6.54,152,não,casa,não,não,não,,49,1
Carla Ferreira,19,Direito,2018,9,2.11,83,não,moradia estudantil,sim,não,não,,40,4
Carla Ribeiro,24,Engenharia,2019,2,7.92,142,não,casa,não,não,não,,57,1
Gustavo Ferreira,27,Engenharia,2015,7,2.44,146,não,república,não,não,sim,Empresa B,23,2
Daniel Ribeiro,19,Psicologia,2016,6,2.62,24,não,apartamento,não,não,não,,18,2
Gustavo Ribeiro,19,Ciência da Computação,2019,6,7.07,171,não,apartamento,não,não,não,,41,5
Carla Almeida,20,Arquitetura,2017,9,6.95,120,não,república,não,não,não,,35,5
Julia Almeida,29,Ciência da Computação,2015,4,1.69,164,sim,moradia estudantil,não,sim,sim,Empresa E,43,3
Bruno Pereira,22,Ciência da Computação,2020,1,6.69,95,não,república,não,não,não,,54,4
Julia Santos,22,Direito,2018,7,3.14,81,não,república,não,não,não,,57,5
Carla Martins,28,Engenharia,2017,5,8.21,174,não,apartamento,não,não,não,,53,1
Julia Costa,27,Medicina,2018,6,1.78,34,não,casa,sim,não,não,,29,5
Daniel Costa,22,Ciência da Computação,2020,6,7.05,82,não,moradia estudantil,sim,não,sim,Empresa E,56,2
Fernanda Santos,25,Ciência da Computação,2015,8,9.39,56,não,moradia estudantil,sim,sim,sim,Empresa B,46,4
Helena Ribeiro,22,Direito,2016,4,2.18,195,sim,moradia estudantil,não,não,sim,Empresa E,21,5
Helena Silva,27,Psicologia,2020,10,4.21,131,não,república,não,sim,não,,25,2
Helena Gomes,21,Engenharia,2016,9,2.09,10,não,república,não,sim,sim,Empresa D,25,2
Daniel Almeida,27,Psicologia,2016,2,4.83,10,não,moradia estudantil,não,não,não,,15,3
Fernanda Martins,25,Direito,2017,4,8.36,126,não,moradia estudantil,não,não,sim,Empresa D,28,1
Julia Silva,18,Engenharia,2016,3,5.35,70,sim,apartamento,sim,não,não,,54,3
Fernanda Ferreira,30,Arquitetura,2018,2,4.27,105,não,moradia estudantil,não,não,não,,23,3
Fernanda Costa,22,Ciência da Computação,2018,4,7.82,86,não,casa,sim,sim,sim,Empresa C,25,2
Erika Ferreira,24,Medicina,2016,10,2.44,20,não,apartamento,não,não,não,,20,1
Gustavo Ferreira,23,Administração,2019,1,8.97,125,não,casa,não,não,não,,34,5
Igor Silva,18,Arquitetura,2018,1,6.5,77,sim,moradia estudantil,sim,não,não,,37,1
Daniel Ferreira,19,Arquitetura,2020,10,9.27,89,sim,república,sim,não,não,,34,3
Alice Gomes,28,Administração,2017,9,8.07,73,sim,casa,não,sim,não,,23,3
Gustavo Oliveira,23,Administração,2017,4,8.46,190,não,moradia estudantil,não,sim,não,,31,5
Julia Ferreira,21,Arquitetura,2019,2,9.15,143,não,moradia estudantil,não,não,não,,16,2
Fernanda Gomes,25,Engenharia,2020,1,6.22,176,não,casa,não,sim,não,,32,4
Carla Costa,22,Engenharia,2019,7,5.31,132,não,apartamento,não,sim,não,,41,2
Erika Gomes,18,Arquitetura,2016,1,0.08,105,não,moradia estudantil,não,não,não,,41,4
Fernanda Gomes,26,Direito,2018,7,3.96,37,não,moradia estudantil,sim,não,não,,25,2
Bruno Costa,18,Engenharia,2015,7,1.2,173,não,república,não,sim,não,,24,1
Igor Almeida,18,Administração,2015,6,0.71,81,não,apartamento,não,não,não,,48,3
Helena Ribeiro,21,Administração,2019,1,6.57,125,não,casa,não,não,não,,55,1
Erika Oliveira,30,Psicologia,2020,8,3.58,111,não,apartamento,sim,sim,não,,26,4
Bruno Almeida,19,Medicina,2015,6,6.59,55,não,casa,não,sim,não,,41,3
Erika Ribeiro,30,Medicina,2017,8,2.64,93,não,apartamento,não,sim,não,,15,4
Daniel Martins,21,Medicina,2016,7,2.61,64,não,república,não,não,não,,30,1
Carla Costa,26,Psicologia,2019,7,6.84,144,não,casa,não,não,não,,32,3
Gustavo Pereira,21,Ciência da Computação,2019,10,8.14,100,sim,república,não,não,não,,30,5
Fernanda Pereira,29,Direito,2017,9,6.41,40,não,moradia estudantil,sim,não,não,,43,3
Fernanda Ferreira,21,Medicina,2015,5,7.51,78,sim,casa,não,não,não,,38,2
Julia Gomes,27,Engenharia,2017,7,8.25,136,não,república,sim,não,não,,10,3
Gustavo Santos,28,Engenharia,2015,10,3.52,132,não,casa,sim,não,não,,51,1
Igor Ferreira,18,Medicina,2020,9,9.3,95,não,moradia estudantil,não,sim,não,,22,3
Julia Oliveira,29,Arquitetura,2016,2,2.59,133,não,república,sim,sim,sim,Empresa B,13,2
Alice Oliveira,29,Medicina,2018,4,2.86,6,não,casa,não,não,não,,16,5
Daniel Silva,27,Engenharia,2017,6,5.18,185,não,apartamento,não,não,não,,44,4
Carla Santos,26,Ciência da Computação,2015,3,9.59,78,não,apartamento,sim,não,não,,57,5
Daniel Silva,29,Ciência da Computação,2017,5,8.79,171,sim,casa,não,não,não,,43,4
Helena Costa,19,Direito,2020,7,3.63,32,não,casa,não,não,não,,42,5
Alice Oliveira,18,Engenharia,2020,3,3.19,22,não,casa,não,sim,sim,Empresa A,14,1
Bruno Costa,29,Direito,2020,7,8.7,73,não,república,sim,não,sim,Empresa D,34,1
Gustavo Silva,25,Ciência da Computação,2018,3,3.54,174,não,apartamento,não,não,não,,45,1
Julia Oliveira,19,Psicologia,2019,4,8.57,197,sim,moradia estudantil,não,sim,não,,48,1
Alice Oliveira,18,Arquitetura,2019,10,9.93,197,não,república,não,não,sim,Empresa C,12,1
Daniel Gomes,19,Direito,2019,9,6.43,95,não,república,não,não,não,,52,5
Daniel Martins,24,Administração,2020,4,6.77,181,não,moradia estudantil,não,sim,não,,24,4
Carla Pereira,30,Psicologia,2020,10,2.29,91,não,apartamento,sim,sim,não,,19,1
Bruno Ribeiro,28,Psicologia,2016,5,9.34,154,sim,república,não,não,não,,20,3
Alice Santos,29,Medicina,2017,2,4.69,34,sim,moradia estudantil,não,sim,não,,17,4
Alice Silva,19,Administração,2015,4,1.97,21,não,moradia estudantil,sim,não,não,,35,5
Erika Oliveira,20,Ciência da Computação,2017,2,5.25,89,sim,casa,não,não,não,,38,2
Erika Silva,22,Engenharia,2018,10,7.08,91,não,apartamento,sim,sim,não,,41,5
Helena Gomes,29,Medicina,2020,8,2.42,128,não,casa,não,sim,sim,Empresa E,42,3
Fernanda Santos,18,Psicologia,2015,1,4.23,150,não,moradia estudantil,sim,não,não,,58,2
Carla Santos,20,Ciência da Computação,2016,6,1.99,32,não,república,não,sim,não,,18,3
Alice Martins,19,Engenharia,2019,7,7.82,98,não,moradia estudantil,não,não,não,,38,3
Daniel Ferreira,30,Direito,2019,8,1.24,112,não,apartamento,sim,sim,não,,44,1
Gustavo Oliveira,19,Ciência da Computação,2019,10,1.29,86,não,casa,não,não,sim,Empresa E,32,5
Helena Ferreira,28,Arquitetura,2020,10,6.38,50,não,república,não,não,não,,10,3
Fernanda Ribeiro,24,Engenharia,2019,5,9.17,98,não,moradia estudantil,não,não,não,,54,4
Daniel Costa,24,Administração,2020,9,3.13,156,não,apartamento,não,não,sim,Empresa A,58,3
Fernanda Costa,19,Arquitetura,2015,10,5.8,145,não,casa,não,não,não,,56,1
Julia Martins,30,Ciência da Computação,2017,7,6.57,101,não,república,sim,sim,sim,Empresa A,47,1
Julia Ribeiro,25,Medicina,2017,4,0.26,121,não,apartamento,não,não,sim,Empresa A,42,2
Erika Martins,20,Psicologia,2016,9,0.58,69,sim,casa,não,não,sim,Empresa E,36,3
Carla Costa,27,Ciência da Computação,2017,2,6.03,88,não,casa,não,sim,sim,Empresa D,32,4
Helena Santos,25,Engenharia,2017,9,9.51,83,não,apartamento,não,sim,não,,24,2
Bruno Martins,27,Psicologia,2020,1,9.94,51,sim,casa,sim,sim,não,,56,3
Carla Oliveira,26,Medicina,2018,6,6.85,130,não,república,não,sim,não,,48,2
Erika Ribeiro,26,Ciência da Computação,2018,2,8.94,38,não,república,não,não,não,,20,5
Erika Silva,24,Administração,2020,8,5.97,115,não,moradia estudantil,não,sim,sim,Empresa B,40,1
Erika Ferreira,25,Administração,2016,6,6.84,70,sim,casa,não,não,sim,Empresa D,45,3
Julia Silva,20,Psicologia,2017,1,1.99,124,não,república,não,sim,não,,25,4
Daniel Martins,27,Administração,2018,1,5.29,9,não,apartamento,sim,sim,não,,22,2
Carla Silva,20,Administração,2019,1,4.6,22,não,moradia estudantil,sim,não,não,,23,2
Erika Pereira,27,Administração,2020,4,4.27,183,não,apartamento,não,sim,sim,Empresa A,58,4
Gustavo Martins,19,Engenharia,2017,3,2.4,84,não,apartamento,não,sim,não,,19,3
Igor Almeida,30,Psicologia,2018,5,8.39,7,não,moradia estudantil,sim,não,não,,13,3
Alice Almeida,19,Psicologia,2018,2,1.68,74,não,casa,não,não,sim,Empresa D,45,2
Carla Santos,21,Medicina,2020,1,5.09,9,não,apartamento,não,não,não,,10,5
Bruno Martins,24,Medicina,2016,8,5.89,168,não,casa,sim,sim,não,,56,4
Helena Gomes,27,Arquitetura,2016,5,6.42,190,não,apartamento,não,não,não,,19,4
Carla Almeida,30,Engenharia,2016,10,5.73,153,não,moradia estudantil,não,não,não,,40,5
Erika Costa,27,Administração,2020,4,7.29,132,não,moradia estudantil,não,não,não,,26,2
Fernanda Martins,27,Administração,2018,7,8.7,102,não,apartamento,não,não,não,,60,4
Alice Almeida,28,Arquitetura,2020,2,1.42,19,não,moradia estudantil,não,sim,não,,51,1
